Employee ID,Age,Age_Group,Gender,Work Arrangement,Department,Job Title,Salary ($),Retirement Plan,Contribution (%),Retirement Savings ($),Health Insurance,Dental Insurance,Life Insurance,PTO Allocated (Days),Marital Status
E00460,36,31 - 40,Female,Hybrid,Marketing,Brand Strategist,111272,None,0,0.0,Premium,Premium,None,20,Single
E00461,47,41 - 50,Female,WFH,Finance,Accountant,117649,Simple,5,40651.44,None,Premium,None,12,Divorced
E00462,59,51 - 60,Female,Hybrid,Sales,Account Executive,136475,Safe Harbor,10,62368.23,None,None,Standard,18,Divorced
E00463,66,61 - 70,Female,Hybrid,HR,Recruiter,102233,Safe Harbor,5,25446.92,Standard,Standard,None,21,Divorced
E00464,48,41 - 50,Male,Hybrid,Sales,Sales Associate,126619,Simple,8,23417.52,Premium,Standard,None,16,Single
E00465,39,31 - 40,Male,On-site,Marketing,Brand Strategist,129530,Safe Harbor,6,57208.18,None,Premium,None,17,Divorced
E00466,39,31 - 40,Male,On-site,IT,Network Engineer,135112,None,0,0.0,Premium,None,Standard,22,Married
E00467,56,51 - 60,Male,On-site,Finance,Accountant,101886,401(k),7,41377.18,None,Standard,None,12,Married
E00468,68,61 - 70,Male,Hybrid,Marketing,Marketing Manager,59847,None,0,0.0,None,Premium,Standard,23,Married
E00469,47,41 - 50,Female,Hybrid,Sales,Sales Associate,133310,Roth,9,72266.5,Premium,Premium,Standard,22,Married
E00470,39,31 - 40,Male,WFH,HR,HR Manager,70337,Roth,8,8517.99,Standard,None,None,16,Divorced
E00471,39,31 - 40,Female,Hybrid,HR,Recruiter,50281,Simple,7,23793.06,Premium,Standard,None,14,Married
E00472,25,20 - 30,Female,On-site,Marketing,Marketing Manager,126260,Simple,7,15882.25,None,None,None,12,Single
E00473,68,61 - 70,Female,Hybrid,Engineering,Lead Engineer,114178,Safe Harbor,8,65710.54,None,Premium,Standard,15,Married
E00474,69,61 - 70,Female,WFH,Sales,Sales Manager,51239,Safe Harbor,5,2675.85,None,Standard,None,13,Single
E00475,44,41 - 50,Male,WFH,Engineering,Software Engineer,139393,None,0,0.0,Premium,Premium,None,24,Divorced
E00476,58,51 - 60,Female,WFH,Sales,Account Executive,106503,Simple,9,54593.58,Premium,Premium,None,18,Single
E00477,63,61 - 70,Male,WFH,IT,Network Engineer,129141,Simple,6,16517.19,Premium,Standard,Standard,25,Single
E00478,64,61 - 70,Male,WFH,Engineering,Lead Engineer,128131,None,0,0.0,Premium,Premium,Standard,13,Single
E00479,61,51 - 60,Male,WFH,Finance,Financial Analyst,132811,401(k),9,29421.53,None,None,Standard,16,Married
E00480,20,20 - 30,Male,WFH,Finance,Finance Manager,73196,Safe Harbor,10,22771.65,Standard,Premium,None,17,Divorced
E00481,66,61 - 70,Female,WFH,Finance,Accountant,98320,Roth,9,86786.21,Standard,None,None,22,Married
E00482,29,20 - 30,Female,Hybrid,Engineering,Software Engineer,105409,Simple,4,27661.96,Standard,Premium,None,19,Divorced
E00483,66,61 - 70,Female,On-site,Sales,Sales Associate,146999,Safe Harbor,0,0.0,None,None,None,23,Married
E00484,46,41 - 50,Female,Hybrid,Finance,Financial Analyst,92823,Safe Harbor,0,0.0,Premium,Standard,Standard,25,Married
E00485,23,20 - 30,Female,WFH,HR,HR Coordinator,81890,Simple,9,51074.57,Standard,Premium,Standard,16,Single
E00486,67,61 - 70,Male,Hybrid,Engineering,DevOps Engineer,128916,Safe Harbor,0,0.0,None,Premium,Standard,21,Married
E00487,47,41 - 50,Male,Hybrid,Finance,Accountant,119569,Simple,4,30822.9,Premium,Standard,None,20,Married
E00488,52,51 - 60,Female,WFH,Sales,Sales Manager,123384,Simple,0,0.0,Premium,None,None,24,Married
E00489,28,20 - 30,Female,On-site,Sales,Account Executive,135150,Roth,0,0.0,None,Premium,Standard,22,Single
E00490,23,20 - 30,Male,Hybrid,IT,Network Engineer,79165,Simple,6,33288.92,Premium,Standard,Standard,17,Married
E00491,53,51 - 60,Female,Hybrid,Finance,Financial Analyst,123297,401(k),7,70602.65,None,Standard,Standard,14,Single
E00492,64,61 - 70,Male,WFH,Finance,Accountant,53712,Simple,10,19722.1,Premium,Premium,Standard,18,Single
E00493,44,41 - 50,Female,Hybrid,Finance,Accountant,101924,401(k),9,61202.21,Standard,None,None,21,Single
E00494,26,20 - 30,Female,Hybrid,Sales,Account Executive,59108,Safe Harbor,5,13290.5,Standard,None,None,20,Single
E00495,52,51 - 60,Female,WFH,Marketing,Marketing Manager,58927,Simple,0,0.0,Premium,Premium,Standard,14,Divorced
E00496,63,61 - 70,Female,On-site,HR,HR Coordinator,129973,Simple,4,32667.7,Standard,Standard,None,19,Married
E00497,65,61 - 70,Female,Hybrid,Marketing,Brand Strategist,110233,401(k),4,22802.56,None,Premium,Standard,14,Married
E00498,40,31 - 40,Male,WFH,Engineering,Software Engineer,143977,Roth,10,81659.95,Premium,None,None,17,Single
E00499,47,41 - 50,Male,WFH,Sales,Sales Manager,81348,401(k),7,23183.05,None,Standard,Standard,23,Married
E00500,24,20 - 30,Male,WFH,HR,HR Manager,131889,Roth,10,82055.42,None,Standard,None,23,Divorced
